Senior,So far reasonable prices
To arrange the insurance was very easy,"To arrange the insurance was very easy.
Cost is a bit high; however, (although I hope I will never need the services) I count on a solid help if I shall require one.
I am recommending your services to all my travelling friends."
Easy to apply online,"Easy to apply online
Easy to understand
Fast application
Well spoken, polite and helpful agent"
We travel 2 to 3 time a year,We travel 2 to 3 time a year. We always use snowbird advisor insurance. we never had a problem. always very good service.
Easy to apply,Easy to apply
It was easy to set up talking to a…,"It was easy to set up talking to a person and not being forced to do it on line and hopefully I won’t have to use it, but if I do then we shall see how the experience goes."
Good price and easy to navigate quote,Good price and easy to navigate quote
Great service,Great service
Reasonable price for just a week of…,"Reasonable price for just a week of vacation.
Link is easy to use."
Very friendly service and fast,Very friendly service and
Easy to use,Easy to use. Best prices anywhere
Took the time to set me up,"Date of experience: March 29, 2024"
The agent was very helpful and…,The agent was very helpful and knowledgeable to give us the best option for our needs.
Second time using for travel….,Second time using for travel….. good value compared to other insurers
"Great medical disclosure for explanation of medical ""issue""","The full disclosure is detailed enough to realize that one's medical ""issue"" doesn't warrant a larger premium. Premium reflects that even though I am over 65, my health is very good."
Fortunately i didn’t have to use the…,"Fortunately i didn’t have to use the insurance, but am very pleased with the cost.."
No long hold on phone,"No long hold on phone, good rates, clear explanation of coverage"
Pleasant and helpful agent,Pleasant and helpful agent. Fully explained everything
Online & phone,"Called 3 different phone numbers & no help.
Went online and extended my insurance for 3 extra days. The site is not clear on how to do this."
By far the easiest process I've had,By far the easiest process I've had. Not only easy but the cheapest I've found. I will definitely be coming back.
Such a knowledgeable and helpful person…,Such a knowledgeable and helpful person on the phone
Good service,Good service
Simple and quick.,"Simple and quick.
Easy to navigate application and questionnaire. Immediate quote results and purchase options."
They listened to my needs,"They listened to my needs, and went through the entire process efficiently and quickly. Extremely satisfied."
Quick reasonable quote,"Date of experience: March 22, 2024"
Remember all your details,I have had a bit of a medical history and they were patient to make sure I remembered everything I could.
Our experience was wonderful,"Our experience was wonderful. Our sales rep was polite, knowledgeable and prompt. She’s quickly got us set up with exactly what we need for our last minute holiday."
Snowbird insurance experience,Prompt on answering call. Lots of useful information. Answered questions truthfully and was able to get insurance. Always hope that I don’t have to use it but it offers peace of mind.
The representative was very helpful and…,The representative was very helpful and pleasant to deal with.
Reasonable rates,Reasonable rates. Very easy to navigate.
Easy to complete and very reasonable…,Easy to complete and very reasonable compared to other plans.
Process is simpler than making a phone…,"Process is simpler than making a phone call and answering the same questions and it gives me time to dig up the information I need. Quote, purchase and Policy download are simple and fast."
Easy enrolment,Easy enrolment
Great service,So far very pleased with everything
"My agent ""Pattie"" was superb","My agent ""Pattie"" was superb. She handled things quickly, professionally, friendly...what more can I say? Very positive experience."
Travel Insurance,Price was reasonable. Price was right.
easy to understand and to get.,easy to understand and to get.
Easy over the phone application,"I can only speak to the experience of purchasing the insurance. I phoned a few months ahead of needing insurance and was treated very professionally by the phone rep. The next time I called I spoke with Patty who was also very professional. We are seniors, one with a pre-existing condition, so not just any insurer was good enough for us."
Very good experience n booking top up.,"Very good experience n booking top up.
Agent was very professional and explained things ver well"
The person that we spoke with was very…,"The person that we spoke with was very professional, knowledgeable and courteous that made doing business with them a pleasure"
The rep was so professional,"The rep was so professional, quick and knowledgeable answered all questions. Thank you for the great service and most importantly great pricing."
it is great no stability requirement but expensive,"Date of experience: March 21, 2024"
Phoned to renew insurance not due til…,Phoned to renew insurance not due til may 05. Agt asked if i wanted to renew! I was floored when told the credit card would be charged mar 18 adter sge took info. Seems ridiculous i am pay mar 18 on cc for insuranxe due in may. Maybe have agents sxplain ahead of time that payment is done right away!
Helpful!,Agent was very pleasant and helpful.
Good experience,Well priced and easy to navigate website.
The ladies that looked after our quote…,"The ladies that looked after our quote and booking were very pleasant and knowledgeable.
I would book again with your company if we will ever travel again."
I wanted to renew my policy,"I wanted to renew my policy for an additional month but they didn't have a toll-free number to call. I also didn't receive any reminders about my pending expiry. I called the existing number and after being left on hold for a while I hung up as it was a cost to me on my long-distance phone bill. Later I found out that I wasn't eligible for renewal because I had let it lapse! It wouldn't have lapsed if they had reminded me in advance or had answered my call promptly.
Not impressed."
Buying online is a smooth process.,"Buying online is a smooth process.
Put in a claim last winter, those we dealt with were friendly, knowledgeable and helpful"
Advisor helpful and knowledgeable!,"Date of experience: March 05, 2024"
Crystal was an excellent agent who…,Crystal was an excellent agent who walked me through the policy question with patience and understanding
Wonderful and helpful staff,"Date of experience: March 15, 2024"
Easy to purchase,"Date of experience: March 10, 2024"
Excellent response and great followup…,Excellent response and great followup contact.
Fast service for peace of mind,"I had a great experience with both of the people I spoke with you the phone. They were able to arrange a policy for me in just under 15 minutes, with no hold time. It was such a peace of mind, and the policy documents were emailed within seconds of hanging up with them. I noticed a small error, called, and it was fixed immediately and re-emailed. All around great and fast service!"
the lady on the phone,"the lady on the phone, Karen was great and made the entire process a pleasant experience."
They are very fast and efficient,"They are very fast and efficient
Price is reasonable"
very helpful & knowledgable staff,"Date of experience: March 12, 2024"
Easy application to fill out,"Date of experience: March 06, 2024"
Representative knowledgeable,Called to top up my plan & phone was answered promptly. Representative was knowledgeable.
The person doing the medical survey was…,The person doing the medical survey was Excellent in her demeanor and way of being. the website and survey was well laid out and easy to follow and I liked that there was a cutout so that we could pay for it responding to the machine person rather than the real human who was doing our medical survey
"Great value,helpful service!","Great value, helpful service, easy to purchase."
Simple to complete the questionnaire,Simple to complete the questionnaire. And the price was reasonable. I will use you in the future. Thank you.
Prompt service,"They answered the phone promptly, took their time and explained things, friendly service, seems like decent value."
Easy to buy,Buying the travel insurance was easy - don't know how easy to collect in case of an emergency
Maybe the last year I use snowbird…,"Maybe the last year I use snowbird insurance. It went up a lot from last year. TD bank insurance is cheaper when I checked around.
Stay competitive or lose business."
Very simple no muss no fuss also a fair…,Very simple no muss no fuss also a fair price.
Very helpful staff,"Helpful, cheerful representative fully answered my questions and provided the necessary insurance quickly."
The staff that I talked with was very…,"The staff that I talked with was very efficient, pleasant, answered all my questions and got our out of country travel insurance done quickly."
Straightforward questions,"Straightforward questions, easy drop down menu and easy to purchase."
Very competitive pricing.,Very competitive pricing tailored for seniors.
The quote process is very user friendly…,"The quote process is very user friendly and efficient.
I would recommend an ability to save an inquiry for future use, if possible."
Great price for travel medical coverage,Everything went smoothly. Easy to follow and the price was right.
Good customer service,"Good customer service, good rates"
very pleasant experience,"Fast, knowledgeable, and pleasant employee on the phone."
Quick process on line with good phone…,Quick process on line with good phone backup for any questions. Comprehensive package.
Dislike,"Dislike - because I had a future appointment with an an eye doctor I was rated a category C as an ""unresolved matter"". Corrective vision has nothing to do with life threatening conditions."
Great customer service.,"Date of experience: March 09, 2024"
Easy,Easy to purchase travel insurance
Straightforward phone application,"Straightforward phone application, with saved info from 3 weeks previously for one of us. Took very little time and the cost was competitive and not overboard. Instant confirmation and docuentation. Have used many others in the past but this is working well for us."
Very easy to generate the purchase,"Date of experience: March 06, 2024"
easy to do online,"Date of experience: March 07, 2024"
Excellent,Easy access on web site information was explained well customer service very helpful.
I changed my mind a couple times…,I changed my mind a couple times and each person I dealt with was very polite and made it so easy to get exactly what I needed. They made it a relaxing experience.
Ease of doing buiness,Ease of doing buiness. User friendly and call centre team very helpfull with my one confirmation question. It's appreicated !
Simple and easy to get travel health…,"Simple and easy to get travel health insurance at a fair price.

The online tool makes it easy to work out the fee and coverage and to determine what works best, single trip or multi-trip.

It's totally transparent unlike most other travel health insurers."
Quick helpful service,"Date of experience: March 07, 2024"
Easy online capability to take medical…,Easy online capability to take medical travel insurance.
Simple on line questioning,Simple on line questioning
I phone 3 times with my answers.,"Date of experience: March 06, 2024"
Teresa was absolutely great,"Teresa was absolutely great, very courteous, great listener, and very knowledgeable"
Very user friendly and reasonable cost.,"Date of experience: March 01, 2024"
Purchased emergency travel insurance,Purchased emergency travel insurance. Process was seamless and price was lower than anywhere else. I purchased online and called once to speak to an agent for clarification on an issue. Service was instant and issue was resolved.
"Customer service & product is fine, but…….","Customer service & product is fine. Our concern is the premiums went up approximately +60% based on annual rate increases and my husband’s age is now 60+.
Neither one of us has any health issues and we play tennis 5-6 times per week."
The person I spoke with was very…informative,The person I spoke with was very informative and pleasant to speak with.
The person I spoke with was very…informative,The person I spoke with was very informative and pleasant to speak with.
Easy to follow options,"Easy to follow options, reasonable premiums. Used this website several time but as yet haven't had to make a claim so no idea if that will be easy as well!"
The website was very easy to use and…,The website was very easy to use and buy travel insurance. The prices were better than other major carriers.
Quick and less expensive than the…,Quick and less expensive than the alternative quote we received.
As a senior very affordable the first after checking …,As a senior the first after checking around I found the price was very affordable and comparable.
Reasonably priced and very easy to do…,"Reasonably priced and very easy to do over the phone.
Bless God, I have not had a claim. This would surely provide more on the customer service level being provided."
Friendly and informative experience,Friendly and informative experience. Quick assessment by phone. Answering all my questions. Competitive pricing.
purchased top up insurance in the…,purchased top up insurance in the pasted years
Staff,The person on the other end of the phone was polite and patient and informative too. Can't really give a review unless we have to make a claim and make a judgement on process and results.
Fair Price Medical Insurance,Fast and easy review for medical questions and quote.
Simple online application for travel…,Simple online application for travel insurance.
The questions were easy to follow.,"Date of experience: February 27, 2024"
The Snowbird Insurance experience was all-around great!,"We found that the Snowbird Insurance experience was excellent. Firstly, there was almost no wait to talk to an agent (and not an A.I. ""Chat Bot!""); what a pleasure! The Advisor was friendly and knowledgeable, and provided worthwhile advice. Very importantly also, the Travel Insurance Plan pricing (to Maui) was affordable and very competitive. Really worthwhile."
Found completing the application easy…,"Found completing the application easy to do over the phone. Very convenient.

Thank you"
You accept people with some sort of…,You accept people with some sort of medical problems whereas most others want accept you unless you areperfect specimens.Also there is no age limit.
The data input was very quick and easy,The data input was very quick and easy. Did not have to answer a bunch of questions that did not apply to us as we have no pre existing conditions. Compared price to other sites and was very happy with Snowbird. This is the second time we have used them.
Application was easy to fill out and reasonable price for the term.,"It was easy to insert the information the company asked for the application. Gave 4 star instead of 5 only because I did not file a claim. If I had issues or no issues with a claim, the rating may have gone up or down. Reasonable price for the length of term."
I spoke with Nicholas,"I spoke with Nicholas, who was extremely helpful. He listened to my questions and provided clear answers. He advised that he would have to call me back the next morning with more info and he called exactly when he said he would!!!"
Easy and comprehensive coverage,Simple on line application and comprehensive coverage
Sales representative very friendly and…,Sales representative very friendly and helpfull
Easy to communicate with,"Easy to communicate with, answered all my questions, understood our insurance needs."
Friendly and informative process when…,Friendly and informative process when extending our insurance
Very pleased with service and knowledge…,Very pleased with service and knowledge of advisor. Price for health insurance was much better than some other quotes.
Good customer service,Good customer service
Simple forms to fill out,"Date of experience: February 29, 2024"
Best price and medical emergency coverage,"It was very easy to fill out the questionnaire and for $10M coverage, the cost for me was about $60 less than the next closest alternative."
great experience,"great experience

Bonnie on the Snowbird Insurance phoneline looked after all of my needs to buy out of country medical insurance. She was very professional, friendly and extremely knowledgeable. It was a pleasure dealing with her."
Quick fast service,"Date of experience: February 24, 2024"
A very simple process!,"It was very easy to complete this application on the phone with the agent. I received a quote immediately via email. I was able to review it at my leisure and when we purchased it, the transaction took about 5 minutes. We will use this company again."
Very thorough and good prices,Very thorough and good prices
Excellent customer service!!,"Excellent customer service!!
Very patient and professional"
Staff are very knowledgable and prices…,Staff are very knowledgable and prices are very competitive if not better than most coverage.
I was actually calling for a quote to…,"I was actually calling for a quote to do some comparative shopping for travel insurance. However, with the excellent friendly and professional service given by Cyrille I was more than satisfied. I couldn't possibly find anyone else as helpful and I am quite pleased with the coverage."
The representative we spoke to was…,The representative we spoke to was great.
Easy to do and reasonably priced.,Easy to do and reasonably priced.
Teresa was very knowledgeable and…,Teresa was very knowledgeable and personable. A pleasure to work with!
Both people I spoke with were very…,"Both people I spoke with were very friendly, knowledgeable and helpful. I would certainly recommend and use again."
Best price and easy to use.,"Date of experience: February 26, 2024"
Easy and quick,Easy and quick. Best coverage for the money.
Very streamlined,"Very streamlined, managed to sign up in minutes, great experience."
Simple,"Simple, quick and cost effective"
The agent was very clear and concise…,The agent was very clear and concise and very knowledgeable.
Great information and an easy…,"Great information and an easy application process, and rate."
Straight forward,"Straight forward
Had 1question and wait was long for operator"
Website easy to navigate.,"Website easy to navigate.
Med questions easy to understand---v.s.
many other insurers.
Cost seems competitive."
Agent who took our call was very…,Agent who took our call was very helpful.
It was fast and efficient,It was fast and efficient and spouse name is NOLON!
Fast and reasonable,Fast and reasonable
Very user friendly for online…,"Very user friendly for online application, easy and quick service when called for questions about filling in form"
Great service,"The people that helped me with the policy were excellent. They explained things well. As well, your price was excellent."
Quick and easy,Quick and easy! Very satisfied with the process. Great prices for seniors!
Fast,"Fast, efficient service!"
Helpful phone representative...clear…,Helpful phone representative...clear and concise review of questions...very positive in helping me navigate the process.
"Easy, simple process to complete online",Very simple and straightforward experience
Easy to understand and competitive…,Easy to understand and competitive pricing
They were extremely helpful with…,They were extremely helpful with obtaining last minute insurance for a pre existing medical issue
"Simple process, good rates","Online quote and purchase process is easy and straight forward, rates are good."
Simple application process,"Date of experience: February 22, 2024"
Snowbird medical Insurance,"Efficient, acknowledged what I was enquiring about and was very satisfied with the entire communication."
No stability time for pre-existing…,No stability time for pre-existing conditions !
Because I have ordered the travel…,Because I have ordered the travel insurance from you previously I think the questions being asked perhaps should be limited. It’s quite lengthy answering all the questions. I am travelling again in a week after I return from this trip so I asked that I get coverage for both trips so that I don’t have to go through the questions even though nothings changed within a month. I’m sure you have on the computer that I’ve ordered insurance from you many times and it would make it a lot easier to limit the questions The agent is very polite and helpful.
They were very helpful.,They were very helpful.
Very responsive and helpful.,"Date of experience: March 01, 2023"
The person I dealt with,The person I dealt with
"Travel insurance, great rate and easy to apply","It was very easy to become a member, easy to find the info and easy to-complete the insurance application. The cost was very fair, best we could find."
Advisor answers made sense,Advisor answers made sense
Very easy and quick process online to…,Very easy and quick process online to purchase travel insurance.
Fast and thorough I appreciated the fast and courteous…,I appreciated the fast and courteous service that I had on the phone. The young man was very thorough and pleasant to talk with.
Good service,"Good service, rates"
Had to cancel Insurance at the last minute,"Had no problem getting a refund , except for a small cancellation fee."
Easy to use.,"Date of experience: February 15, 2024"
Great service …,The person I spoke with was clear and concise. The overall experience was very pleasant and helpful.
"Answering phone quickly and returning calls fantastic done, unheard of these days. Answered all questioned, proceeded and executed my application without haste and accurate. Cost of policy great","Fantastic phone answering and callbacks time lines, wonderful agents on line , extremely reasonable even great prices charged."
The agent was very helpful with the…,The agent was very helpful with the explaining of my options on the health insurance and the coverage.
efficient,"efficient, easy to navigate. used it last year"
Easy to follow and reasonable price,"Date of experience: February 19, 2024"
Theresa again was Very Helpful with our…,"Theresa again was Very Helpful with our Renewal.
Explained the 6 month Stability for me."
Insurance Worth Getting Customer service is provided in an…,Customer service is provided in an efficient manner. No 30 minutes waits to speak to an advisor. The advisors are friendly and knowledgeable.
Quick and easy access and confirmation…,Quick and easy access and confirmation of plan. Thank you.
Easy Booking,Easy to book your holiday travel Insurance…
My new go to for travel insurance,Friendly agent
We found exactly what we were looking…,"We found exactly what we were looking for through the Snowbird Advisor Insurance. Customer service responsive, excellent and professional. Snowbird Advisor Group is an AMAZING resource of very USEFUL information and assistance. So happy to have been recommended and joined."
Very easy to access and use.,"Date of experience: February 17, 2024"
Hassle free,"Hassle free, very competitive rate."
Friendly customer service,Friendly customer service. A big plus is being able to understand what the person is saying.
Staff was clear,"Staff was clear, polite and helpful"
The rep I talked was terrific,The rep I talked was terrific! Got a year coverage in very short time.
I didn't have to push too many buttons…,I didn't have to push too many buttons before someone answered the phone. Polite & professional.
Great organization,Great organization. Purchased the travel insurance and changed to the Canada US calling with Telus.
Very efficient,"Very efficient, knew her business and getting insurance coverage was so easy."
Clear and easy to understand…,"Clear and easy to understand communication with the insurance advisor. Also a very short ( less than a minute) wait time!
Thank you."
The agent was very helpful and answered…,The agent was very helpful and answered all our questions. We bought the year plan as of March 2024
Great customer service,Great customer service. simple and easy.
Good friendly service,Good friendly service. The agent asked me the right questions and gave me the quote that I needed. The purchase process was simple and the documents emailed to me immediately.
Would have been 5 Stars but the phone…,Would have been 5 Stars but the phone version of the insurance quote has no spot for the CCV of credit card but puts you in an endless loop of errors because of wrong CCV. Had to redo several times. Finally had to use laptop. Over 90 min total spent on this.
Simple'n Easy...,"What a fantastic and simple experiece to get travel insurance.....within minutes. Although my policy was basic, the price was unmatched by competitors."
Quick and easy from home,"Date of experience: February 14, 2024"
It is hard to find an Insurance company…,It is hard to find an Insurance company who do not take advantage of seniors who still like to travel. I was happy to find a company that was reasonably priced and offers the coverage that I wanted.
The reps we talked with were very…,The reps we talked with were very helpful and very patient with us. The cost was also very reasonable.
I’m going for 33 days and my price is…,"I’m going for 33 days and my price is absolutely terrible!! It’s 200 more than in the summer!! They said prices have gone up!!im paying 200 for 4 more days!
And my stats have not changed!! Very disappointed"
Excellent,"Excellent and very friendly, plus no hassle to claim if you need to"
Easy to apply for and receive insurance coverage.,"Fast, easy to complete application for travel insurance."
The quick and professional response and…,The quick and professional response and the quote.
Fast response for booking,"Date of experience: February 08, 2024"
Best price!,"Date of experience: February 07, 2024"
Very Happy,"The process was quick , competitively priced and the staff were very helpful and informative."
They were very fairly priced and…,They were very fairly priced and extremely helpful. We called to change the plan multiple times.
quick and simple,"Date of experience: February 07, 2024"
Easy to navigate questions,"Easy to navigate questions, best prices after contacting several other Insurance providers, keep us informed of our policy, updates on latest information, seems to be of good conscious and reliable although haven’t needed to use the policy, keeping fingers crossed."
Easy to do and reasonable prices.,"Date of experience: February 12, 2024"
Person was very helpful,"Person was very helpful, clear and very
helpful explaining what was required."
Fast efficient easy online purchase.,Fast efficient easy online purchase.
Very professional service…,Very professional service representatives who explained the benefits well. Reasonable rates providing the coverage i require.
Poor customer service…,"Customer service female was not helpful, in fact she was rude"
I use Snowbird Advisor Insurance…,I use Snowbird Advisor Insurance because it is an easy application process and instant coverage with paperwork sent to my email and phone. It is very reasonable in price and makes it easy to prepare for my vacation. Thank you :-)
Very helpful and knowledgeable staff.,"Date of experience: February 10, 2024"
Quick and easy to complete,"Date of experience: February 05, 2024"
We have the annual 60 day and paid a…,"We have the annual 60 day and paid a couple of thousand, when we needed a top up, it came to another $2,600 extra. We will look at switching next year"
Response was very quick.,"Date of experience: February 07, 2024"
Good web site,Good web site. And common sense questionaire.
Travel medical insurance,Informative and friendly staff.
Very friendly representative,Very friendly representative. Easy to understand and she fully explained everything
Seamless process with great coverage.,"Date of experience: February 03, 2024"
The call was answered within a…,The call was answered within a reasonable time. The lady we spoke with was pleasant and informative.
Friendly,"Friendly, helpful, patient agent"
The representative was knowledgeable…,The representative was knowledgeable and very easy to converse with. It was a very positive experience.
Very helpful.,"Date of experience: February 08, 2024"
I was treated fast and efficiently,"Date of experience: February 01, 2024"
Well done and explained for my needs,"Date of experience: February 03, 2024"
I was happy with the consultant that…,"I was happy with the consultant that helped me get the best price for the medical coverage that I needed but I as not so happy when I got emailed my wallet slips & receipts for the multi plan and the top up for my husband and I. I got 2 sets of paper work for the top up and none for the multi trip plan.
I called back when I discovered this error and then the agent sent only my paperwork and not my husbands.
This was not a good experience.
I was disappointed"
I purchased online,I purchased online. User friendly for an old guy.
Medical travel insurance,Quick response and specific.
The online application/purchase was…,The online application/purchase was easy and quick
The representative.of the company was…,"The representative.of the company was very professional, very knowledgeable and very thorough."
Responsive and accessible,Responsive and accessible. Completion was efficient
Very satisfied,"Date of experience: February 02, 2024"
Good experience with personnel,Good experience with personnel. Very professional. Good price for the period we wanted insured.
Definitely a 5* experience.,"The lady I first talked to (can't remember her name) was very friendly and helpful. Made it easier because we not only talked ""shop"" but carried on a normal conversation.
When I called back I talked to Megan and she also was friendly and went over the info for our travel insurance. Will definitely recommend you all to our senior friends."
Excellent sales people,"Excellent sales people, had all info, quick questions to set rate."
Two of your sales people were not friendly or helpful are in the wrong job,"Two of your sales people were not friendly, one said this is taking too long....then I got 2 excellent sales people...super helpful"
Gave us a great quote,"Gave us a great quote, and when it was time to travel they answered out questions and got us the appropriate coverage."
Easy to purchase and economical,Fairly extensive medical review but easy to navigate. Very pleased with the company so far.
I had to use the experience by going to…,I had to use the experience by going to a doctor while I was in Costa Rica and I would say it was excellent service
Agent was helpful and courteous.,"Date of experience: February 06, 2024"
Knowledgeable and professional agents,Knowledgeable and professional agents. Not a long wait to speak to an agent.
Great customer service and good travel…,Great customer service and good travel price for senior
Knowledgeable and friendly interaction,"Our interaction with the woman at the insurance company was very friendly, to the point and accommodating. We received our insurance policies via email and printed off the travel cards. Everything moved efficiently. The lady on the phone was knowledgeable and easy to talk with."
Peace of mind.,Very helpful with questionnaire.Not rushed and pleasant fellow.
Snowbird discount?,Your salespeople should ensure that the 5% or 10% discount is applied. There was no mention of a discount.
Both Brittney and Chris were very good…,Both Brittney and Chris were very good in providing us with the information we needed to make a decision.
The agent I spoke to was knowledgeable…,"The agent I spoke to was knowledgeable and friendly. All points were covered and all my questions were answered.
Signing up was easy and I received an email as well as a hard copy of my policy.
Having this insurance is peace of mind."
Fortunately I have never had to use…,Fortunately I have never had to use this insurance while out of the country. I have appreciated the quick phone responses to my calls and the very personable and knowledgeable persons responding to my requests.
Really easy to do online and less…,Really easy to do online and less expensive than previous companies I had used
The representative was very friendly,"The representative was very friendly, professional and helpful. She explained everything to us and what to do in case of needing to use the coverage."
"Helpful staff, wide variety of policies",They offer a much wider variety of travel policies than other places so you can find one that suits your needs best. Staff is very knowledgeable and helpful.
Broker was professional and patient,"Broker was detailed, professional and answered a multitude of questions so we could be sure our questionaire was correct and accurate."
Pleased with Ease of Navigating Website but No Experience Making a Claim,Website easy to navigate and policy approved almost immediately. Have no experience with making a claim and lets keep it that way.
convenient and easy,"Quick, easy and convenient to use. Instructions were clear and concise and easy to follow and the turnaround time was very fast."
Great experience!,"Overall it was a very pleasant experience. From the very first time I called the staff have always been very pleasant, helpful and informative."
Is easy to use and complete the online…,Is easy to use and complete the online purchase of travel insurance.
Great service,"Great service, very nice agent"
Good rates,Good rates. Representative very helpful and courteous.
Pleasant experience,The person we spoke with in regards to the insurance was very pleasant and very informative. I would deal with her in the future if need be.
I have found everyone I've talked to at…,"I have found everyone I've talked to at Snowbird is very knowledgeable and friendly.
It's appreciated in this world of ours today."
Extremely good efficient customer…,Extremely good efficient customer service
Easy access…,It is very easy to navigate their website to purchase travel insurance on line....
agent was patient and helpful,"Date of experience: January 27, 2024"
I had a gentleman called Jeanmarc and…,I had a gentleman called Jeanmarc and he was wonderful very patient with me as I am not at all technical out of Windsor Ontario
"Fast, efficient online purchase","I was impressed with the ease of getting a quote. The prices were as good as I could find anywhere.
Based on this experience, I will probably purchase from the, again. If their claims experience is as good as their sales experience they are worth looking at."
It was easy and quick not a million…,It was easy and quick not a million questions and reasonable rates
Cost is too high,"Service is excellent but cost is too high for pensioners, snow birds."
Good price for the insurance we need…,Good price for the insurance we need for our trip.
Great service,Your agents working the phone lines were very caring and helpful while providing us with the information to address our situation at the present time.
Every consultant we have ever dealt…,"Every consultant we have ever dealt with has been extremely helpful, provided very good advice and has been so friendly. We always purchase our medical and travel insurance through Snowbirds."
Very helpful,"Date of experience: January 31, 2024"
It was easy to follow the steps and…,It was easy to follow the steps and purchase the insurance.
It was quick to obtain information on…,It was quick to obtain information on obtaining additional medical travel insurance.
Very good help through the phone and…,"Very good help through the phone and helpful
Had no claim so can’t say anything about that side of things"
Wonderful agent on phone!,The agent I spoke to was very professional and kind when reviewing my medical history. This company is realistic and reasonable for seniors. Many seniors have medical issues and are penalized by other insurance companies that make it difficult to get insurance either by refusing or having unreasonable stability periods. This company is perfect if you have any medical issues and you are over 50. And they treat you with respect!
Friendly,"Friendly, helpful and not complicated!!"
easy software,"Date of experience: January 29, 2024"
Easy to complete forms and and great pricing,Easy to complete forms and very competitive pricing. Hopefully I don't have to use it but its nice to know you are covered.
Very easy to apply for and…,Very easy to apply for and straightforward questions plus very reasonably priced
Well I booked on line your price was…,Well I booked on line your price was the best
Great service !,The agent we dealt with was very knowledgeable and answered all of our questions.
The process was easy to complete,The process was easy to complete. By far the best coverage at the best price.
personable,"personable, understanding, thorough, very quick to provide info"
easy to deal with,"Date of experience: January 23, 2024"
Antionette was pleasant and thoughtful…,Antionette was pleasant and thoughtful and answered all my questions with clarity
I didn't receive a renewal notice by…,I didn't receive a renewal notice by email in 2023.
The person I spoke spoke clearly and…,The person I spoke to was clear and knew what he was doing. They were the only ones that would top up my travel insurance while in Florida. Good customer service
Very easy to follow and complete…,Very easy to follow and complete application.
Very satisfied!,"Online adviser was polite, efficient, explained any questions or concerns that I had. Plus the rate was much better than another online health provider I tried for comparison. Very satisfied and will definitely use again in the Fall."
person I dealt with,"person I dealt with - helpful, pleasant and got things done….price also helped"
Helpful advisors that met our needs,"Date of experience: January 21, 2024"
Medical,"I really appreciate the detailed medical questions, both my husband and I are retired and have a couple age related issues that aren’t serious so don’t affect our travels therefore shouldn’t affect our premiums. Your questions easily picked that up, Blue Cross did not. Hpfly we don’t need this insurance policy but it’s great to know that we have it"
Not be able to buy on line,"Not be able to buy on line, different quotations from on line and over the phone."
Travel insurance was excellent,"Date of experience: January 20, 2024"
VERY HELPFUL AND INFORMATIVE AGENT (…,VERY HELPFUL AND INFORMATIVE AGENT ( Crystal Boss - uncertain spelling). She was also extremely polite and friendly.
Professional and courteous,Renewal was painless. Person talking the call was professional and prepared to explain the background to the health questions.
So easy to purchase and have peace of…,So easy to purchase and have peace of mind
I had some questions and the person I…,I had some questions and the person I spoke to was very helpful. She helped me to ensure my documentation was accurate. Thank you
Polite courteous timely experience with…,Polite courteous timely experience with the representatives.
People that speak English and…,"People that speak English and understand what the question is I am asking.

People who know the answers to the questions I am asking.

A call center in Canada.

No pressure, given lots of time to read the policy before making a payment."
I treated with respect and any…,I treated with respect and any questions I had were answered.
Great customer service,Great customer service. Efficient!
It was easy to do and accessible,"It was easy to do and accessible, in spite of a pre-existing medical condition. It has made travel possible again, whereas most insurance companies just refuse to insure- even if one's physician has allowed travel."
Quick service,Quick service. Good price for good quality.
Retired Traveller,Reps are courteous and knowledgeable.Look for the best travel insurance to meet your needs.
First time user,"This was my first time purchasing from this company. I inadvertently missed a couple of medical items I should have put in for my husband. This was because the form does not have a list of medical conditions to answer questions about, but a blank space for you to type in the condition(s). I then had to call and speak to an agent. The questions she asked was a very long list. I wouldn't have thought having covid 2 yrs ago or having cataract surgery 7 yrs ago, would be something I needed to report. If the form had all these things listed and boxes to check or write in, it would have made the process a lot easier to get through and waiting on the line for a person for 3/4 of an hour would be avoided. The agent was very nice and very thorough."
Ease of application,"The website was easy to navigate and didn’t require you to endlessly scroll through a calendar month by month for 65 years to arrive at your birthdate for entry. Several of the alternative providers required this kind of mindless activity just for the privilege of getting them to give you a quote.
End result was a quick cost effective quote for full year travel coverage.
Thx"
I called Snowbirds and spoke with Ashley,I called Snowbirds and spoke with Ashley. She helped me through the process of buying travel insurance. Along with being very thorough she explained everything in detail. I had no hesitation in purchasing the insurance and will be calling and recommending Snowbirds and Ashley again in the future.
Very efficient fast quote!,"Date of experience: January 23, 2024"
Pleasant experience,"The questions were easy to understand and where it wasn’t, the interviewer was knowledgeable and gave good explanations. I wasn’t asked to for the list of meds, other than their purpose. In summary…the experience was thorough enough but not painful."
Agent was very thorough and recommended…,Agent was very thorough and recommended I purchase flight cancellation insurance along with the medical coverage. As a senior this was very important as I didn't want to hold back the family from travelling in the case of illness on my part.
Advise,The gentleman who helped me find the best plan for me. He answered all my questions well and if he didn’t have an answer he reached out to others for an answered. I didn’t feel rushed as my need for insurance wasn’t straight forward. Overall a good experience.
Quick and affordable,Quick and affordable. Use it everytime.
IVE USED THIS SITE BEFORE,"IVE USED THIS SITE BEFORE, ITS BEEN GREAT"
Try always serviceanswer all your questions…,Try always answer all your questions have better rates And get back to you if you call them
