,score,review,date,pos,neg,neu,compound,year,month
1514,1,Straightforward questions  easy drop down menu and easy to purchase ,2022-01-08,0.389,0.141,0.47,0.5719,2022,2022-01
1515,1,Very competitive pricing tailored for seniors ,2023-04-08,0.285,0.0,0.715,0.2484,2023,2023-04
1516,1,The quote process is very user friendly and efficient  I would recommend an ability to save an inquiry for future use  if possible ,2021-06-29,0.442,0.0,0.558,0.9228,2021,2021-06
1517,1,Everything went smoothly  Easy to follow and the price was right ,2021-02-17,0.225,0.0,0.775,0.4404,2021,2021-02
1518,1,Good customer service  good rates,2020-09-07,0.659,0.0,0.341,0.7003,2020,2020-09
1519,1,Fast  knowledgeable  and pleasant employee on the phone ,2022-01-28,0.32,0.0,0.68,0.5106,2022,2022-01
1520,1,Quick process on line with good phone backup for any questions  Comprehensive package ,2023-03-10,0.308,0.0,0.692,0.5994,2023,2023-03
1521,-1,Dislike   because I had a future appointment with an an eye doctor I was rated a category C as an  unresolved matter   Corrective vision has nothing to do with life threatening conditions ,2023-07-21,0.084,0.162,0.755,-0.5994,2023,2023-07
1522,1,Great customer service ,2023-12-10,0.672,0.0,0.328,0.6249,2023,2023-12
1523,1,Easy to purchase travel insurance,2022-11-28,0.42,0.0,0.58,0.4404,2022,2022-11
1524,1,Straightforward phone application  with saved info from   weeks previously for one of us  Took very little time and the cost was competitive and not overboard  Instant confirmation and docuentation  Have used many others in the past but this is working well for us ,2022-03-24,0.129,0.0,0.871,0.5994,2022,2022-03
1525,1,Very easy to generate the purchase,2020-01-29,0.39,0.0,0.61,0.4927,2020,2020-01
1526,1,easy to do online,2022-08-15,0.492,0.0,0.508,0.4404,2022,2022-08
1527,1,Easy access on web site information was explained well customer service very helpful ,2021-04-21,0.447,0.0,0.553,0.796,2021,2021-04
1528,1,I changed my mind a couple times and each person I dealt with was very polite and made it so easy to get exactly what I needed  They made it a relaxing experience ,2020-11-13,0.183,0.0,0.817,0.787,2020,2020-11
1529,1,Ease of doing buiness  User friendly and call centre team very helpfull with my one confirmation question  It s appreicated  ,2020-09-01,0.241,0.0,0.759,0.6908,2020,2020-09
1530,1,Simple and easy to get travel health insurance at a fair price   The online tool makes it easy to work out the fee and coverage and to determine what works best  single trip or multi trip   It s totally transparent unlike most other travel health insurers ,2022-01-17,0.227,0.0,0.773,0.9062,2022,2022-01
1531,1,Quick helpful service,2021-11-27,0.583,0.0,0.417,0.4215,2021,2021-11
1532,1,Easy online capability to take medical travel insurance ,2020-09-28,0.293,0.0,0.707,0.4404,2020,2020-09
1533,-1,Simple on line questioning,2023-06-16,0.0,0.318,0.682,-0.1027,2023,2023-06
1534,0,I phone   times with my answers ,2021-01-11,0.0,0.0,1.0,0.0,2021,2021-01
1535,1,Teresa was absolutely great  very courteous  great listener  and very knowledgeable,2020-09-22,0.612,0.0,0.388,0.9278,2020,2020-09
1536,1,Very user friendly and reasonable cost ,2022-07-14,0.41,0.0,0.59,0.539,2022,2022-07
1537,-1,Purchased emergency travel insurance  Process was seamless and price was lower than anywhere else  I purchased online and called once to speak to an agent for clarification on an issue  Service was instant and issue was resolved ,2022-07-09,0.042,0.119,0.84,-0.4767,2022,2022-07
1538,1,Customer service   product is fine  Our concern is the premiums went up approximately      based on annual rate increases and my husband s age is now      Neither one of us has any health issues and we play tennis     times per week ,2023-10-14,0.1,0.0,0.9,0.4939,2023,2023-10
1539,1,The person I spoke with was very informative and pleasant to speak with ,2020-12-05,0.229,0.0,0.771,0.552,2020,2020-12
1540,1,The person I spoke with was very informative and pleasant to speak with ,2021-01-23,0.229,0.0,0.771,0.552,2021,2021-01
1541,1,Easy to follow options  reasonable premiums  Used this website several time but as yet haven t had to make a claim so no idea if that will be easy as well ,2021-07-30,0.215,0.097,0.688,0.5648,2021,2021-07
1542,1,The website was very easy to use and buy travel insurance  The prices were better than other major carriers ,2020-01-03,0.264,0.0,0.736,0.7264,2020,2020-01
1543,0,Quick and less expensive than the alternative quote we received ,2023-12-23,0.0,0.0,1.0,0.0,2023,2023-12
1544,0,As a senior the first after checking around I found the price was very affordable and comparable ,2023-03-11,0.0,0.0,1.0,0.0,2023,2023-03
1545,1,Reasonably priced and very easy to do over the phone  Bless God  I have not had a claim  This would surely provide more on the customer service level being provided ,2021-01-10,0.297,0.0,0.703,0.8748,2021,2021-01
1546,1,Friendly and informative experience  Quick assessment by phone  Answering all my questions  Competitive pricing ,2020-11-19,0.29,0.0,0.71,0.5994,2020,2020-11
1547,1,purchased top up insurance in the pasted years,2020-05-25,0.205,0.0,0.795,0.2023,2020,2020-05
1548,0,The person on the other end of the phone was polite and patient and informative too  Can t really give a review unless we have to make a claim and make a judgement on process and results ,2020-10-19,0.0,0.0,1.0,0.0,2020,2020-10
1549,1,Fast and easy review for medical questions and quote ,2021-03-07,0.266,0.0,0.734,0.4404,2021,2021-03
1550,0,Simple online application for travel insurance ,2021-12-05,0.0,0.0,1.0,0.0,2021,2021-12
1551,1,The questions were easy to follow ,2022-08-06,0.367,0.0,0.633,0.4404,2022,2022-08
1552,1,We found that the Snowbird Insurance experience was excellent  Firstly  there was almost no wait to talk to an agent  and not an A I   Chat Bot     what a pleasure  The Advisor was friendly and knowledgeable  and provided worthwhile advice  Very importantly also  the Travel Insurance Plan pricing  to Maui  was affordable and very competitive  Really worthwhile ,2021-08-07,0.288,0.027,0.686,0.9561,2021,2021-08
1553,1,Found completing the application easy to do over the phone  Very convenient   Thank you,2021-02-02,0.321,0.0,0.679,0.6887,2021,2021-02
1554,1,You accept people with some sort of medical problems whereas most others want accept you unless you areperfect specimens Also there is no age limit ,2022-03-27,0.218,0.161,0.62,0.2141,2022,2022-03
1555,1,The data input was very quick and easy  Did not have to answer a bunch of questions that did not apply to us as we have no pre existing conditions  Compared price to other sites and was very happy with Snowbird  This is the second time we have used them ,2023-09-29,0.127,0.039,0.834,0.7146,2023,2023-09
1556,1,It was easy to insert the information the company asked for the application  Gave   star instead of   only because I did not file a claim  If I had issues or no issues with a claim  the rating may have gone up or down  Reasonable price for the length of term ,2022-08-21,0.055,0.041,0.904,0.1779,2022,2022-08
1557,1,I spoke with Nicholas  who was extremely helpful  He listened to my questions and provided clear answers  He advised that he would have to call me back the next morning with more info and he called exactly when he said he would   ,2023-03-09,0.125,0.0,0.875,0.6901,2023,2023-03
1558,1,Simple on line application and comprehensive coverage,2020-07-05,0.25,0.0,0.75,0.25,2020,2020-07
1559,1,Sales representative very friendly and helpfull,2020-03-01,0.411,0.0,0.589,0.5413,2020,2020-03
1560,1,Easy to communicate with  answered all my questions  understood our insurance needs ,2022-07-27,0.209,0.0,0.791,0.4404,2022,2022-07
1561,1,Friendly and informative process when extending our insurance,2023-11-04,0.314,0.0,0.686,0.4939,2023,2023-11
1562,1,Very pleased with service and knowledge of advisor  Price for health insurance was much better than some other quotes ,2021-12-10,0.264,0.0,0.736,0.7264,2021,2021-12
1563,1,Good customer service,2022-03-17,0.592,0.0,0.408,0.4404,2022,2022-03
1564,0,Simple forms to fill out,2023-09-04,0.0,0.0,1.0,0.0,2023,2023-09
1565,1,It was very easy to fill out the questionnaire and for    M coverage  the cost for me was about     less than the next closest alternative ,2023-08-18,0.117,0.0,0.883,0.4927,2023,2023-08
1566,1,great experience  Bonnie on the Snowbird Insurance phoneline looked after all of my needs to buy out of country medical insurance  She was very professional  friendly and extremely knowledgeable  It was a pleasure dealing with her ,2023-09-29,0.255,0.0,0.745,0.9058,2023,2023-09
1567,0,Quick fast service,2020-01-11,0.0,0.0,1.0,0.0,2020,2020-01
1568,1,It was very easy to complete this application on the phone with the agent  I received a quote immediately via email  I was able to review it at my leisure and when we purchased it  the transaction took about   minutes  We will use this company again ,2022-12-21,0.066,0.0,0.934,0.4927,2022,2022-12
1569,1,Very thorough and good prices,2020-08-13,0.442,0.0,0.558,0.4877,2020,2020-08
1570,1,Excellent customer service   Very patient and professional,2023-03-22,0.381,0.0,0.619,0.5719,2023,2023-03
1571,-1,Staff are very knowledgable and prices are very competitive if not better than most coverage ,2021-07-17,0.115,0.138,0.747,-0.106,2021,2021-07
1572,1,I was actually calling for a quote to do some comparative shopping for travel insurance  However  with the excellent friendly and professional service given by Cyrille I was more than satisfied  I couldn t possibly find anyone else as helpful and I am quite pleased with the coverage ,2022-02-10,0.271,0.0,0.729,0.943,2022,2022-02
1573,1,The representative we spoke to was great ,2023-08-26,0.406,0.0,0.594,0.6249,2023,2023-08
1574,1,Easy to do and reasonably priced ,2022-06-03,0.367,0.0,0.633,0.4404,2022,2022-06
1575,1,Teresa was very knowledgeable and personable  A pleasure to work with ,2023-06-20,0.27,0.0,0.73,0.5719,2023,2023-06
1576,1,Both people I spoke with were very friendly  knowledgeable and helpful  I would certainly recommend and use again ,2023-10-21,0.444,0.0,0.556,0.8805,2023,2023-10
1577,1,Best price and easy to use ,2023-09-15,0.64,0.0,0.36,0.7964,2023,2023-09
1578,1,Easy and quick  Best coverage for the money ,2023-02-04,0.542,0.0,0.458,0.7964,2023,2023-02
1579,1,Very streamlined  managed to sign up in minutes  great experience ,2020-08-13,0.313,0.0,0.687,0.6249,2020,2020-08
1580,1,Simple  quick and cost effective,2022-04-04,0.437,0.0,0.563,0.4767,2022,2022-04
1581,1,The agent was very clear and concise and very knowledgeable ,2020-08-05,0.243,0.0,0.757,0.4391,2020,2020-08
1582,1,Great information and an easy application process  and rate ,2022-07-25,0.5,0.0,0.5,0.7906,2022,2022-07
1583,1,Straight forward Had  question and wait was long for operator,2022-01-22,0.174,0.0,0.826,0.2263,2022,2022-01
1584,1,Website easy to navigate  Med questions easy to understand   v s  many other insurers  Cost seems competitive ,2021-05-20,0.349,0.0,0.651,0.7579,2021,2021-05
1585,1,Agent who took our call was very helpful ,2020-09-15,0.306,0.0,0.694,0.4754,2020,2020-09
1586,1,It was fast and efficient and spouse name is NOLON ,2020-02-23,0.237,0.0,0.763,0.4215,2020,2020-02
1587,0,Fast and reasonable,2022-12-06,0.0,0.0,1.0,0.0,2022,2022-12
1588,1,Very user friendly for online application  easy and quick service when called for questions about filling in form,2021-12-27,0.285,0.0,0.715,0.749,2021,2021-12
1589,1,The people that helped me with the policy were excellent  They explained things well  As well  your price was excellent ,2021-11-19,0.42,0.0,0.58,0.891,2021,2021-11
1590,1,Quick and easy  Very satisfied with the process  Great prices for seniors ,2023-01-27,0.529,0.0,0.471,0.8777,2023,2023-01
1591,1,Fast  efficient service ,2022-11-09,0.583,0.0,0.417,0.4215,2022,2022-11
1592,1,Helpful phone representative   clear and concise review of questions   very positive in helping me navigate the process ,2021-02-22,0.475,0.0,0.525,0.8947,2021,2021-02
1593,0,Very simple and straightforward experience,2021-11-20,0.0,0.0,1.0,0.0,2021,2021-11
1594,1,Easy to understand and competitive pricing,2022-04-29,0.535,0.0,0.465,0.5574,2022,2022-04
1595,1,They were extremely helpful with obtaining last minute insurance for a pre existing medical issue,2020-03-02,0.181,0.0,0.819,0.4754,2020,2020-03
1596,1,Online quote and purchase process is easy and straight forward  rates are good ,2023-03-14,0.435,0.0,0.565,0.7717,2023,2023-03
1597,0,Simple application process,2020-08-03,0.0,0.0,1.0,0.0,2020,2020-08
1598,1,Efficient  acknowledged what I was enquiring about and was very satisfied with the entire communication ,2020-01-03,0.312,0.0,0.688,0.7089,2020,2020-01
1599,-1,No stability time for pre existing conditions  ,2020-06-08,0.0,0.268,0.732,-0.296,2020,2020-06
1600,1,Because I have ordered the travel insurance from you previously I think the questions being asked perhaps should be limited  It s quite lengthy answering all the questions  I am travelling again in a week after I return from this trip so I asked that I get coverage for both trips so that I don t have to go through the questions even though nothings changed within a month  I m sure you have on the computer that I ve ordered insurance from you many times and it would make it a lot easier to limit the questions The agent is very polite and helpful ,2022-02-19,0.074,0.017,0.909,0.7402,2022,2022-02
1601,1,They were very helpful ,2023-02-17,0.508,0.0,0.492,0.4754,2023,2023-02
1602,1,Very responsive and helpful ,2022-06-11,0.745,0.0,0.255,0.7056,2022,2022-06
1603,0,The person I dealt with,2023-01-17,0.0,0.0,1.0,0.0,2023,2023-01
1604,1,It was very easy to become a member  easy to find the info and easy to complete the insurance application  The cost was very fair  best we could find ,2020-11-24,0.401,0.0,0.599,0.9438,2020,2020-11
1605,0,Advisor answers made sense,2021-08-02,0.0,0.0,1.0,0.0,2021,2021-08
1606,1,Very easy and quick process online to purchase travel insurance ,2023-10-12,0.262,0.0,0.738,0.4927,2023,2023-10
1607,1,I appreciated the fast and courteous service that I had on the phone  The young man was very thorough and pleasant to talk with ,2023-07-14,0.326,0.0,0.674,0.8797,2023,2023-07
1608,1,Good service  rates,2022-08-09,0.592,0.0,0.408,0.4404,2022,2022-08
1609,1,Had no problem getting a refund   except for a small cancellation fee ,2023-09-08,0.17,0.0,0.83,0.3089,2023,2023-09
1610,1,Easy to use ,2021-09-26,0.592,0.0,0.408,0.4404,2021,2021-09
1611,1,The person I spoke with was clear and concise  The overall experience was very pleasant and helpful ,2022-09-14,0.398,0.0,0.602,0.8503,2022,2022-09
1612,1,Fantastic phone answering and callbacks time lines  wonderful agents on line   extremely reasonable even great prices charged ,2023-05-03,0.441,0.068,0.491,0.8971,2023,2023-05
1613,1,The agent was very helpful with the explaining of my options on the health insurance and the coverage ,2022-07-09,0.154,0.0,0.846,0.4754,2022,2022-07
1614,1,efficient  easy to navigate  used it last year,2022-01-07,0.487,0.0,0.513,0.6908,2022,2022-01
1615,1,Easy to follow and reasonable price,2023-09-17,0.367,0.0,0.633,0.4404,2023,2023-09
1616,1,Theresa again was Very Helpful with our Renewal  Explained the   month Stability for me ,2020-06-18,0.192,0.0,0.808,0.4754,2020,2020-06
1617,1,Customer service is provided in an efficient manner  No    minutes waits to speak to an advisor  The advisors are friendly and knowledgeable ,2021-06-04,0.221,0.081,0.699,0.5859,2021,2021-06
1618,1,Quick and easy access and confirmation of plan  Thank you ,2020-02-09,0.403,0.0,0.597,0.6597,2020,2020-02
1619,1,Easy to book your holiday travel Insurance ,2023-07-08,0.528,0.0,0.472,0.6808,2023,2023-07
1620,1,Friendly agent,2023-11-19,0.762,0.0,0.238,0.4939,2023,2023-11
1621,1,We found exactly what we were looking for through the Snowbird Advisor Insurance  Customer service responsive  excellent and professional  Snowbird Advisor Group is an AMAZING resource of very USEFUL information and assistance  So happy to have been recommended and joined ,2022-08-12,0.384,0.0,0.616,0.969,2022,2022-08
1622,1,Very easy to access and use ,2023-06-03,0.39,0.0,0.61,0.4927,2023,2023-06
1623,1,Hassle free  very competitive rate ,2022-09-10,0.638,0.0,0.362,0.6478,2022,2022-09
1624,1,Friendly customer service  A big plus is being able to understand what the person is saying ,2023-02-21,0.176,0.0,0.824,0.4939,2023,2023-02
1625,1,Staff was clear  polite and helpful,2022-09-01,0.574,0.0,0.426,0.6597,2022,2022-09
1626,1,The rep I talked was terrific  Got a year coverage in very short time ,2020-02-07,0.193,0.0,0.807,0.4767,2020,2020-02
1627,0,I didn t have to push too many buttons before someone answered the phone  Polite   professional ,2020-11-23,0.0,0.0,1.0,0.0,2020,2020-11
1628,1,Great organization  Purchased the travel insurance and changed to the Canada US calling with Telus ,2023-06-28,0.227,0.0,0.773,0.6249,2023,2023-06
1629,1,Very efficient  knew her business and getting insurance coverage was so easy ,2023-04-14,0.406,0.0,0.594,0.7804,2023,2023-04
1630,1,Clear and easy to understand communication with the insurance advisor  Also a very short   less than a minute  wait time  Thank you ,2022-07-02,0.296,0.0,0.704,0.7906,2022,2022-07
1631,1,The agent was very helpful and answered all our questions  We bought the year plan as of March     ,2021-03-29,0.154,0.0,0.846,0.4754,2021,2021-03
1632,1,Great customer service  simple and easy ,2020-02-06,0.636,0.0,0.364,0.7906,2020,2020-02
1633,1,Good friendly service  The agent asked me the right questions and gave me the quote that I needed  The purchase process was simple and the documents emailed to me immediately ,2023-09-01,0.179,0.0,0.821,0.7269,2023,2023-09
1634,-1,Would have been   Stars but the phone version of the insurance quote has no spot for the CCV of credit card but puts you in an endless loop of errors because of wrong CCV  Had to redo several times  Finally had to use laptop  Over    min total spent on this ,2022-08-30,0.057,0.169,0.774,-0.7684,2022,2022-08
1635,1,What a fantastic and simple experiece to get travel insurance     within minutes  Although my policy was basic  the price was unmatched by competitors ,2022-03-06,0.139,0.05,0.811,0.5106,2022,2022-03
1636,1,Quick and easy from home,2022-08-30,0.42,0.0,0.58,0.4404,2022,2022-08
1637,1,It is hard to find an Insurance company who do not take advantage of seniors who still like to travel  I was happy to find a company that was reasonably priced and offers the coverage that I wanted ,2021-08-15,0.143,0.072,0.784,0.6199,2021,2021-08
1638,1,The reps we talked with were very helpful and very patient with us  The cost was also very reasonable ,2023-02-11,0.147,0.0,0.853,0.4754,2023,2023-02
1639,-1,I m going for    days and my price is absolutely terrible   It s     more than in the summer   They said prices have gone up  im paying     for   more days  And my stats have not changed   Very disappointed,2022-11-29,0.067,0.082,0.85,-0.1586,2022,2022-11
1640,1,Excellent and very friendly  plus no hassle to claim if you need to,2023-08-17,0.366,0.125,0.509,0.6936,2023,2023-08
1641,1,Fast  easy to complete application for travel insurance ,2020-08-11,0.293,0.0,0.707,0.4404,2020,2020-08
1642,0,The quick and professional response and the quote ,2020-11-13,0.0,0.0,1.0,0.0,2020,2020-11
1643,0,Fast response for booking,2020-12-14,0.0,0.0,1.0,0.0,2020,2020-12
1644,1,Best price ,2020-04-24,0.808,0.0,0.192,0.6369,2020,2020-04
1645,1,The process was quick   competitively priced and the staff were very helpful and informative ,2021-11-28,0.192,0.0,0.808,0.4754,2021,2021-11
1646,1,They were very fairly priced and extremely helpful  We called to change the plan multiple times ,2023-09-08,0.171,0.0,0.829,0.4754,2023,2023-09
1647,0,quick and simple,2022-11-29,0.0,0.0,1.0,0.0,2022,2022-11
1648,1,Easy to navigate questions  best prices after contacting several other Insurance providers  keep us informed of our policy  updates on latest information  seems to be of good conscious and reliable although haven t needed to use the policy  keeping fingers crossed ,2020-02-09,0.208,0.0,0.792,0.875,2020,2020-02
1649,1,Easy to do and reasonable prices ,2023-08-05,0.367,0.0,0.633,0.4404,2023,2023-08
1650,1,Person was very helpful  clear and very helpful explaining what was required ,2023-07-09,0.502,0.0,0.498,0.8428,2023,2023-07
1651,1,Fast efficient easy online purchase ,2020-08-03,0.655,0.0,0.345,0.6908,2020,2020-08
1652,1,Very professional service representatives who explained the benefits well  Reasonable rates providing the coverage i require ,2023-03-16,0.251,0.0,0.749,0.5719,2023,2023-03
1653,-1,Customer service female was not helpful  in fact she was rude,2020-12-01,0.0,0.372,0.628,-0.6522,2020,2020-12
1654,1,I use Snowbird Advisor Insurance because it is an easy application process and instant coverage with paperwork sent to my email and phone  It is very reasonable in price and makes it easy to prepare for my vacation  Thank you    ,2023-04-06,0.183,0.0,0.817,0.8074,2023,2023-04
1655,1,Very helpful and knowledgeable staff ,2020-04-01,0.436,0.0,0.564,0.4754,2020,2020-04
1656,1,Quick and easy to complete,2020-12-18,0.42,0.0,0.58,0.4404,2020,2020-12
1657,1,We have the annual    day and paid a couple of thousand  when we needed a top up  it came to another        extra  We will look at switching next year,2021-07-24,0.06,0.0,0.94,0.2023,2021,2021-07
1658,0,Response was very quick ,2022-03-26,0.0,0.0,1.0,0.0,2022,2022-03
1659,1,Good web site  And common sense questionaire ,2022-02-19,0.326,0.0,0.674,0.4404,2022,2022-02
1660,1,Informative and friendly staff ,2020-12-28,0.516,0.0,0.484,0.4939,2020,2020-12
1661,1,Very friendly representative  Easy to understand and she fully explained everything,2021-07-10,0.425,0.0,0.575,0.7688,2021,2021-07
1662,1,Seamless process with great coverage ,2023-09-30,0.506,0.0,0.494,0.6249,2023,2023-09
1663,1,The call was answered within a reasonable time  The lady we spoke with was pleasant and informative ,2023-04-08,0.171,0.0,0.829,0.5106,2023,2023-04
1664,1,Friendly  helpful  patient agent,2020-12-21,0.75,0.0,0.25,0.7184,2020,2020-12
1665,1,The representative was knowledgeable and very easy to converse with  It was a very positive experience ,2020-07-09,0.336,0.0,0.664,0.7956,2020,2020-07
1666,1,Very helpful ,2021-02-25,0.756,0.0,0.244,0.4754,2021,2021-02
1667,1,I was treated fast and efficiently,2021-11-30,0.351,0.0,0.649,0.4019,2021,2021-11
1668,1,Well done and explained for my needs,2020-01-07,0.259,0.0,0.741,0.2732,2020,2020-01
1669,-1,I was happy with the consultant that helped me get the best price for the medical coverage that I needed but I as not so happy when I got emailed my wallet slips   receipts for the multi plan and the top up for my husband and I  I got   sets of paper work for the top up and none for the multi trip plan  I called back when I discovered this error and then the agent sent only my paperwork and not my husbands  This was not a good experience  I was disappointed,2020-05-12,0.084,0.15,0.766,-0.882,2020,2020-05
1670,1,I purchased online  User friendly for an old guy ,2021-07-10,0.286,0.0,0.714,0.4939,2021,2021-07
1671,0,Quick response and specific ,2022-04-05,0.0,0.0,1.0,0.0,2022,2022-04
1672,1,The online application purchase was easy and quick,2022-01-30,0.293,0.0,0.707,0.4404,2022,2022-01
1673,0,The representative of the company was very professional  very knowledgeable and very thorough ,2022-11-20,0.0,0.0,1.0,0.0,2022,2022-11
1674,1,Responsive and accessible  Completion was efficient,2021-06-18,0.57,0.0,0.43,0.6486,2021,2021-06
1675,1,Very satisfied,2021-03-01,0.756,0.0,0.244,0.4754,2021,2021-03
1676,1,Good experience with personnel  Very professional  Good price for the period we wanted insured ,2023-11-18,0.336,0.0,0.664,0.7251,2023,2023-11
1677,1,The lady I first talked to  can t remember her name  was very friendly and helpful  Made it easier because we not only talked  shop  but carried on a normal conversation  When I called back I talked to Megan and she also was friendly and went over the info for our travel insurance  Will definitely recommend you all to our senior friends ,2021-11-02,0.28,0.0,0.72,0.9658,2021,2021-11
1678,1,Excellent sales people  had all info  quick questions to set rate ,2020-12-28,0.27,0.0,0.73,0.5719,2020,2020-12
1679,1,Two of your sales people were not friendly  one said this is taking too long    then I got   excellent sales people   super helpful,2023-12-31,0.325,0.082,0.593,0.8304,2023,2023-12
1680,1,Gave us a great quote  and when it was time to travel they answered out questions and got us the appropriate coverage ,2020-03-22,0.163,0.0,0.837,0.6249,2020,2020-03
1681,1,Fairly extensive medical review but easy to navigate  Very pleased with the company so far ,2020-12-21,0.385,0.0,0.615,0.8458,2020,2020-12
1682,1,I had to use the experience by going to a doctor while I was in Costa Rica and I would say it was excellent service,2023-07-05,0.134,0.0,0.866,0.5719,2023,2023-07
1683,1,Agent was helpful and courteous ,2021-08-11,0.67,0.0,0.33,0.7269,2021,2021-08
1684,0,Knowledgeable and professional agents  Not a long wait to speak to an agent ,2020-10-21,0.0,0.0,1.0,0.0,2020,2020-10
1685,1,Great customer service and good travel price for senior,2023-06-01,0.5,0.0,0.5,0.7906,2023,2023-06
1686,1,Our interaction with the woman at the insurance company was very friendly  to the point and accommodating  We received our insurance policies via email and printed off the travel cards  Everything moved efficiently  The lady on the phone was knowledgeable and easy to talk with ,2022-12-05,0.178,0.0,0.822,0.8439,2022,2022-12
1687,1,Very helpful with questionnaire Not rushed and pleasant fellow ,2023-02-10,0.242,0.211,0.547,0.1004,2023,2023-02
1688,1,Your salespeople should ensure that the    or     discount is applied  There was no mention of a discount ,2023-06-10,0.131,0.111,0.758,0.1027,2023,2023-06
1689,1,Both Brittney and Chris were very good in providing us with the information we needed to make a decision ,2020-01-17,0.151,0.0,0.849,0.4927,2020,2020-01
1690,1,The agent I spoke to was knowledgeable and friendly  All points were covered and all my questions were answered  Signing up was easy and I received an email as well as a hard copy of my policy  Having this insurance is peace of mind ,2020-12-25,0.225,0.027,0.749,0.8834,2020,2020-12
1691,1,Fortunately I have never had to use this insurance while out of the country  I have appreciated the quick phone responses to my calls and the very personable and knowledgeable persons responding to my requests ,2023-05-31,0.088,0.0,0.912,0.5106,2023,2023-05
1692,1,Really easy to do online and less expensive than previous companies I had used,2022-05-15,0.197,0.0,0.803,0.4927,2022,2022-05
1693,1,The representative was very friendly  professional and helpful  She explained everything to us and what to do in case of needing to use the coverage ,2021-11-30,0.215,0.0,0.785,0.7425,2021,2021-11
1694,1,They offer a much wider variety of travel policies than other places so you can find one that suits your needs best  Staff is very knowledgeable and helpful ,2021-03-23,0.218,0.0,0.782,0.8055,2021,2021-03
1695,1,Broker was detailed  professional and answered a multitude of questions so we could be sure our questionaire was correct and accurate ,2022-05-05,0.103,0.0,0.897,0.3182,2022,2022-05
1696,1,Website easy to navigate and policy approved almost immediately  Have no experience with making a claim and lets keep it that way ,2020-12-30,0.214,0.073,0.713,0.5809,2020,2020-12
1697,1,Quick  easy and convenient to use  Instructions were clear and concise and easy to follow and the turnaround time was very fast ,2021-11-05,0.307,0.0,0.693,0.8126,2021,2021-11
1698,1,Overall it was a very pleasant experience  From the very first time I called the staff have always been very pleasant  helpful and informative ,2022-10-04,0.328,0.0,0.672,0.8824,2022,2022-10
1699,1,Is easy to use and complete the online purchase of travel insurance ,2023-09-11,0.209,0.0,0.791,0.4404,2023,2023-09
1700,1,Great service  very nice agent,2021-04-11,0.706,0.0,0.294,0.8016,2021,2021-04
1701,1,Good rates  Representative very helpful and courteous ,2021-02-17,0.705,0.0,0.295,0.861,2021,2021-02
1702,1,The person we spoke with in regards to the insurance was very pleasant and very informative  I would deal with her in the future if need be ,2021-08-08,0.121,0.0,0.879,0.5563,2021,2021-08
1703,1,I have found everyone I ve talked to at Snowbird is very knowledgeable and friendly  It s appreciated in this world of ours today ,2023-06-10,0.235,0.0,0.765,0.7759,2023,2023-06
1704,1,Extremely good efficient customer service,2023-06-01,0.676,0.0,0.324,0.7408,2023,2023-06
1705,1,It is very easy to navigate their website to purchase travel insurance on line    ,2022-09-20,0.197,0.0,0.803,0.4927,2022,2022-09
1706,1,agent was patient and helpful,2023-12-06,0.412,0.0,0.588,0.4215,2023,2023-12
1707,1,I had a gentleman called Jeanmarc and he was wonderful very patient with me as I am not at all technical out of Windsor Ontario,2021-07-25,0.134,0.0,0.866,0.5719,2021,2021-07
1708,1,I was impressed with the ease of getting a quote  The prices were as good as I could find anywhere  Based on this experience  I will probably purchase from the  again  If their claims experience is as good as their sales experience they are worth looking at ,2020-11-30,0.241,0.0,0.759,0.9062,2020,2020-11
1709,1,It was easy and quick not a million questions and reasonable rates,2023-05-30,0.209,0.0,0.791,0.4404,2023,2023-05
1710,1,Service is excellent but cost is too high for pensioners  snow birds ,2020-02-06,0.176,0.0,0.824,0.3291,2020,2020-02
1711,1,Good price for the insurance we need for our trip ,2022-09-15,0.244,0.0,0.756,0.4404,2022,2022-09
1712,1,Your agents working the phone lines were very caring and helpful while providing us with the information to address our situation at the present time ,2020-10-04,0.222,0.0,0.778,0.762,2020,2020-10
1713,1,Every consultant we have ever dealt with has been extremely helpful  provided very good advice and has been so friendly  We always purchase our medical and travel insurance through Snowbirds ,2023-05-04,0.278,0.0,0.722,0.886,2023,2023-05
1714,1,Very helpful,2022-07-04,0.756,0.0,0.244,0.4754,2022,2022-07
1715,1,It was easy to follow the steps and purchase the insurance ,2021-04-28,0.225,0.0,0.775,0.4404,2021,2021-04
1716,0,It was quick to obtain information on obtaining additional medical travel insurance ,2023-06-19,0.0,0.0,1.0,0.0,2023,2023-06
1717,1,Very good help through the phone and helpful Had no claim so can t say anything about that side of things,2023-09-09,0.318,0.078,0.603,0.7764,2023,2023-09
1718,1,The agent I spoke to was very professional and kind when reviewing my medical history  This company is realistic and reasonable for seniors  Many seniors have medical issues and are penalized by other insurance companies that make it difficult to get insurance either by refusing or having unreasonable stability periods  This company is perfect if you have any medical issues and you are over     And they treat you with respect ,2021-12-31,0.16,0.063,0.777,0.8387,2021,2021-12
1719,1,Friendly  helpful and not complicated  ,2020-07-10,0.667,0.0,0.333,0.7184,2020,2020-07
1720,1,easy software,2022-11-06,0.744,0.0,0.256,0.4404,2022,2022-11
1721,1,Easy to complete forms and very competitive pricing  Hopefully I don t have to use it but its nice to know you are covered ,2021-06-07,0.313,0.0,0.687,0.798,2021,2021-06
