score,review
0,Price was reasonable  Price was right 
1,easy to understand and to get 
1,I can only speak to the experience of purchasing the insurance  I phoned a few months ahead of needing insurance and was treated very professionally by the phone rep  The next time I called I spoke with Patty who was also very professional  We are seniors  one with a pre existing condition  so not just any insurer was good enough for us 
1,Very good experience n booking top up  Agent was very professional and explained things ver well
1,The person that we spoke with was very professional  knowledgeable and courteous that made doing business with them a pleasure
1,The rep was so professional  quick and knowledgeable answered all questions  Thank you for the great service and most importantly great pricing 
1,it is great no stability requirement but expensive
-1,Phoned to renew insurance not due til may     Agt asked if i wanted to renew  I was floored when told the credit card would be charged mar    adter sge took info  Seems ridiculous i am pay mar    on cc for insuranxe due in may  Maybe have agents sxplain ahead of time that payment is done right away 
1,Agent was very pleasant and helpful 
1,Well priced and easy to navigate website 
1,The ladies that looked after our quote and booking were very pleasant and knowledgeable  I would book again with your company if we will ever travel again 
1,I wanted to renew my policy for an additional month but they didn t have a toll free number to call  I also didn t receive any reminders about my pending expiry  I called the existing number and after being left on hold for a while I hung up as it was a cost to me on my long distance phone bill  Later I found out that I wasn t eligible for renewal because I had let it lapse  It wouldn t have lapsed if they had reminded me in advance or had answered my call promptly  Not impressed 
1,Buying online is a smooth process  Put in a claim last winter  those we dealt with were friendly  knowledgeable and helpful
1,Advisor helpful and knowledgeable 
1,Crystal was an excellent agent who walked me through the policy question with patience and understanding
1,Wonderful and helpful staff
1,Easy to purchase
1,Excellent response and great followup contact 
1,I had a great experience with both of the people I spoke with you the phone  They were able to arrange a policy for me in just under    minutes  with no hold time  It was such a peace of mind  and the policy documents were emailed within seconds of hanging up with them  I noticed a small error  called  and it was fixed immediately and re emailed  All around great and fast service 
1,the lady on the phone  Karen was great and made the entire process a pleasant experience 
1,They are very fast and efficient Price is reasonable
1,very helpful   knowledgable staff
1,Easy application to fill out
1,Called to top up my plan   phone was answered promptly  Representative was knowledgeable 
1,The person doing the medical survey was Excellent in her demeanor and way of being  the website and survey was well laid out and easy to follow and I liked that there was a cutout so that we could pay for it responding to the machine person rather than the real human who was doing our medical survey
1,Great value  helpful service  easy to purchase 
1,Simple to complete the questionnaire  And the price was reasonable  I will use you in the future  Thank you 
1,They answered the phone promptly  took their time and explained things  friendly service  seems like decent value 
1,Buying the travel insurance was easy   don t know how easy to collect in case of an emergency
-1,Maybe the last year I use snowbird insurance  It went up a lot from last year  TD bank insurance is cheaper when I checked around  Stay competitive or lose business 
1,Very simple no muss no fuss also a fair price 
1,Helpful  cheerful representative fully answered my questions and provided the necessary insurance quickly 
1,The staff that I talked with was very efficient  pleasant  answered all my questions and got our out of country travel insurance done quickly 
1,Straightforward questions  easy drop down menu and easy to purchase 
1,Very competitive pricing tailored for seniors 
1,The quote process is very user friendly and efficient  I would recommend an ability to save an inquiry for future use  if possible 
1,Everything went smoothly  Easy to follow and the price was right 
1,Good customer service  good rates
1,Fast  knowledgeable  and pleasant employee on the phone 
1,Quick process on line with good phone backup for any questions  Comprehensive package 
-1,Dislike   because I had a future appointment with an an eye doctor I was rated a category C as an  unresolved matter   Corrective vision has nothing to do with life threatening conditions 
1,Great customer service 
1,Easy to purchase travel insurance
1,Straightforward phone application  with saved info from   weeks previously for one of us  Took very little time and the cost was competitive and not overboard  Instant confirmation and docuentation  Have used many others in the past but this is working well for us 
1,Very easy to generate the purchase
1,easy to do online
1,Easy access on web site information was explained well customer service very helpful 
1,I changed my mind a couple times and each person I dealt with was very polite and made it so easy to get exactly what I needed  They made it a relaxing experience 
1,Ease of doing buiness  User friendly and call centre team very helpfull with my one confirmation question  It s appreicated  
1,Simple and easy to get travel health insurance at a fair price   The online tool makes it easy to work out the fee and coverage and to determine what works best  single trip or multi trip   It s totally transparent unlike most other travel health insurers 
1,Quick helpful service
1,Easy online capability to take medical travel insurance 
-1,Simple on line questioning
0,I phone   times with my answers 
1,Teresa was absolutely great  very courteous  great listener  and very knowledgeable
1,Very user friendly and reasonable cost 
-1,Purchased emergency travel insurance  Process was seamless and price was lower than anywhere else  I purchased online and called once to speak to an agent for clarification on an issue  Service was instant and issue was resolved 
1,Customer service   product is fine  Our concern is the premiums went up approximately      based on annual rate increases and my husband s age is now      Neither one of us has any health issues and we play tennis     times per week 
1,The person I spoke with was very informative and pleasant to speak with 
1,The person I spoke with was very informative and pleasant to speak with 
1,Easy to follow options  reasonable premiums  Used this website several time but as yet haven t had to make a claim so no idea if that will be easy as well 
1,The website was very easy to use and buy travel insurance  The prices were better than other major carriers 
0,Quick and less expensive than the alternative quote we received 
0,As a senior the first after checking around I found the price was very affordable and comparable 
1,Reasonably priced and very easy to do over the phone  Bless God  I have not had a claim  This would surely provide more on the customer service level being provided 
1,Friendly and informative experience  Quick assessment by phone  Answering all my questions  Competitive pricing 
1,purchased top up insurance in the pasted years
0,The person on the other end of the phone was polite and patient and informative too  Can t really give a review unless we have to make a claim and make a judgement on process and results 
1,Fast and easy review for medical questions and quote 
0,Simple online application for travel insurance 
1,The questions were easy to follow 
1,We found that the Snowbird Insurance experience was excellent  Firstly  there was almost no wait to talk to an agent  and not an A I   Chat Bot     what a pleasure  The Advisor was friendly and knowledgeable  and provided worthwhile advice  Very importantly also  the Travel Insurance Plan pricing  to Maui  was affordable and very competitive  Really worthwhile 
1,Found completing the application easy to do over the phone  Very convenient   Thank you
1,You accept people with some sort of medical problems whereas most others want accept you unless you areperfect specimens Also there is no age limit 
1,The data input was very quick and easy  Did not have to answer a bunch of questions that did not apply to us as we have no pre existing conditions  Compared price to other sites and was very happy with Snowbird  This is the second time we have used them 
1,It was easy to insert the information the company asked for the application  Gave   star instead of   only because I did not file a claim  If I had issues or no issues with a claim  the rating may have gone up or down  Reasonable price for the length of term 
1,I spoke with Nicholas  who was extremely helpful  He listened to my questions and provided clear answers  He advised that he would have to call me back the next morning with more info and he called exactly when he said he would   
1,Simple on line application and comprehensive coverage
1,Sales representative very friendly and helpfull
1,Easy to communicate with  answered all my questions  understood our insurance needs 
1,Friendly and informative process when extending our insurance
1,Very pleased with service and knowledge of advisor  Price for health insurance was much better than some other quotes 
1,Good customer service
0,Simple forms to fill out
1,It was very easy to fill out the questionnaire and for    M coverage  the cost for me was about     less than the next closest alternative 
1,great experience  Bonnie on the Snowbird Insurance phoneline looked after all of my needs to buy out of country medical insurance  She was very professional  friendly and extremely knowledgeable  It was a pleasure dealing with her 
0,Quick fast service
1,It was very easy to complete this application on the phone with the agent  I received a quote immediately via email  I was able to review it at my leisure and when we purchased it  the transaction took about   minutes  We will use this company again 
1,Very thorough and good prices
1,Excellent customer service   Very patient and professional
-1,Staff are very knowledgable and prices are very competitive if not better than most coverage 
1,I was actually calling for a quote to do some comparative shopping for travel insurance  However  with the excellent friendly and professional service given by Cyrille I was more than satisfied  I couldn t possibly find anyone else as helpful and I am quite pleased with the coverage 
1,The representative we spoke to was great 
1,Easy to do and reasonably priced 
1,Teresa was very knowledgeable and personable  A pleasure to work with 
1,Both people I spoke with were very friendly  knowledgeable and helpful  I would certainly recommend and use again 
1,Best price and easy to use 
1,Easy and quick  Best coverage for the money 
1,Very streamlined  managed to sign up in minutes  great experience 
1,Simple  quick and cost effective
1,The agent was very clear and concise and very knowledgeable 
1,Great information and an easy application process  and rate 
1,Straight forward Had  question and wait was long for operator
1,Website easy to navigate  Med questions easy to understand   v s  many other insurers  Cost seems competitive 
1,Agent who took our call was very helpful 
1,It was fast and efficient and spouse name is NOLON 
0,Fast and reasonable
1,Very user friendly for online application  easy and quick service when called for questions about filling in form
1,The people that helped me with the policy were excellent  They explained things well  As well  your price was excellent 
1,Quick and easy  Very satisfied with the process  Great prices for seniors 
1,Fast  efficient service 
1,Helpful phone representative   clear and concise review of questions   very positive in helping me navigate the process 
0,Very simple and straightforward experience
1,Easy to understand and competitive pricing
1,They were extremely helpful with obtaining last minute insurance for a pre existing medical issue
1,Online quote and purchase process is easy and straight forward  rates are good 
0,Simple application process
1,Efficient  acknowledged what I was enquiring about and was very satisfied with the entire communication 
-1,No stability time for pre existing conditions  
1,Because I have ordered the travel insurance from you previously I think the questions being asked perhaps should be limited  It s quite lengthy answering all the questions  I am travelling again in a week after I return from this trip so I asked that I get coverage for both trips so that I don t have to go through the questions even though nothings changed within a month  I m sure you have on the computer that I ve ordered insurance from you many times and it would make it a lot easier to limit the questions The agent is very polite and helpful 
1,They were very helpful 
1,Very responsive and helpful 
0,The person I dealt with
1,It was very easy to become a member  easy to find the info and easy to complete the insurance application  The cost was very fair  best we could find 
0,Advisor answers made sense
1,Very easy and quick process online to purchase travel insurance 
1,I appreciated the fast and courteous service that I had on the phone  The young man was very thorough and pleasant to talk with 
1,Good service  rates
1,Had no problem getting a refund   except for a small cancellation fee 
1,Easy to use 
1,The person I spoke with was clear and concise  The overall experience was very pleasant and helpful 
1,Fantastic phone answering and callbacks time lines  wonderful agents on line   extremely reasonable even great prices charged 
1,The agent was very helpful with the explaining of my options on the health insurance and the coverage 
1,efficient  easy to navigate  used it last year
1,Easy to follow and reasonable price
1,Theresa again was Very Helpful with our Renewal  Explained the   month Stability for me 
1,Customer service is provided in an efficient manner  No    minutes waits to speak to an advisor  The advisors are friendly and knowledgeable 
1,Quick and easy access and confirmation of plan  Thank you 
1,Easy to book your holiday travel Insurance 
1,Friendly agent
1,We found exactly what we were looking for through the Snowbird Advisor Insurance  Customer service responsive  excellent and professional  Snowbird Advisor Group is an AMAZING resource of very USEFUL information and assistance  So happy to have been recommended and joined 
1,Very easy to access and use 
1,Hassle free  very competitive rate 
1,Friendly customer service  A big plus is being able to understand what the person is saying 
1,Staff was clear  polite and helpful
1,The rep I talked was terrific  Got a year coverage in very short time 
0,I didn t have to push too many buttons before someone answered the phone  Polite   professional 
1,Great organization  Purchased the travel insurance and changed to the Canada US calling with Telus 
1,Very efficient  knew her business and getting insurance coverage was so easy 
1,Clear and easy to understand communication with the insurance advisor  Also a very short   less than a minute  wait time  Thank you 
1,The agent was very helpful and answered all our questions  We bought the year plan as of March     
1,Great customer service  simple and easy 
1,Good friendly service  The agent asked me the right questions and gave me the quote that I needed  The purchase process was simple and the documents emailed to me immediately 
-1,Would have been   Stars but the phone version of the insurance quote has no spot for the CCV of credit card but puts you in an endless loop of errors because of wrong CCV  Had to redo several times  Finally had to use laptop  Over    min total spent on this 
1,What a fantastic and simple experiece to get travel insurance     within minutes  Although my policy was basic  the price was unmatched by competitors 
1,Quick and easy from home
1,It is hard to find an Insurance company who do not take advantage of seniors who still like to travel  I was happy to find a company that was reasonably priced and offers the coverage that I wanted 
1,The reps we talked with were very helpful and very patient with us  The cost was also very reasonable 
-1,I m going for    days and my price is absolutely terrible   It s     more than in the summer   They said prices have gone up  im paying     for   more days  And my stats have not changed   Very disappointed
1,Excellent and very friendly  plus no hassle to claim if you need to
1,Fast  easy to complete application for travel insurance 
0,The quick and professional response and the quote 
0,Fast response for booking
1,Best price 
1,The process was quick   competitively priced and the staff were very helpful and informative 
1,They were very fairly priced and extremely helpful  We called to change the plan multiple times 
0,quick and simple
1,Easy to navigate questions  best prices after contacting several other Insurance providers  keep us informed of our policy  updates on latest information  seems to be of good conscious and reliable although haven t needed to use the policy  keeping fingers crossed 
1,Easy to do and reasonable prices 
1,Person was very helpful  clear and very helpful explaining what was required 
1,Fast efficient easy online purchase 
1,Very professional service representatives who explained the benefits well  Reasonable rates providing the coverage i require 
-1,Customer service female was not helpful  in fact she was rude
1,I use Snowbird Advisor Insurance because it is an easy application process and instant coverage with paperwork sent to my email and phone  It is very reasonable in price and makes it easy to prepare for my vacation  Thank you    
1,Very helpful and knowledgeable staff 
1,Quick and easy to complete
1,We have the annual    day and paid a couple of thousand  when we needed a top up  it came to another        extra  We will look at switching next year
0,Response was very quick 
1,Good web site  And common sense questionaire 
1,Informative and friendly staff 
1,Very friendly representative  Easy to understand and she fully explained everything
1,Seamless process with great coverage 
1,The call was answered within a reasonable time  The lady we spoke with was pleasant and informative 
1,Friendly  helpful  patient agent
1,The representative was knowledgeable and very easy to converse with  It was a very positive experience 
1,Very helpful 
1,I was treated fast and efficiently
1,Well done and explained for my needs
-1,I was happy with the consultant that helped me get the best price for the medical coverage that I needed but I as not so happy when I got emailed my wallet slips   receipts for the multi plan and the top up for my husband and I  I got   sets of paper work for the top up and none for the multi trip plan  I called back when I discovered this error and then the agent sent only my paperwork and not my husbands  This was not a good experience  I was disappointed
1,I purchased online  User friendly for an old guy 
0,Quick response and specific 
1,The online application purchase was easy and quick
0,The representative of the company was very professional  very knowledgeable and very thorough 
1,Responsive and accessible  Completion was efficient
1,Very satisfied
1,Good experience with personnel  Very professional  Good price for the period we wanted insured 
1,The lady I first talked to  can t remember her name  was very friendly and helpful  Made it easier because we not only talked  shop  but carried on a normal conversation  When I called back I talked to Megan and she also was friendly and went over the info for our travel insurance  Will definitely recommend you all to our senior friends 
1,Excellent sales people  had all info  quick questions to set rate 
1,Two of your sales people were not friendly  one said this is taking too long    then I got   excellent sales people   super helpful
1,Gave us a great quote  and when it was time to travel they answered out questions and got us the appropriate coverage 
1,Fairly extensive medical review but easy to navigate  Very pleased with the company so far 
1,I had to use the experience by going to a doctor while I was in Costa Rica and I would say it was excellent service
1,Agent was helpful and courteous 
0,Knowledgeable and professional agents  Not a long wait to speak to an agent 
1,Great customer service and good travel price for senior
1,Our interaction with the woman at the insurance company was very friendly  to the point and accommodating  We received our insurance policies via email and printed off the travel cards  Everything moved efficiently  The lady on the phone was knowledgeable and easy to talk with 
1,Very helpful with questionnaire Not rushed and pleasant fellow 
1,Your salespeople should ensure that the    or     discount is applied  There was no mention of a discount 
1,Both Brittney and Chris were very good in providing us with the information we needed to make a decision 
1,The agent I spoke to was knowledgeable and friendly  All points were covered and all my questions were answered  Signing up was easy and I received an email as well as a hard copy of my policy  Having this insurance is peace of mind 
1,Fortunately I have never had to use this insurance while out of the country  I have appreciated the quick phone responses to my calls and the very personable and knowledgeable persons responding to my requests 
1,Really easy to do online and less expensive than previous companies I had used
1,The representative was very friendly  professional and helpful  She explained everything to us and what to do in case of needing to use the coverage 
1,They offer a much wider variety of travel policies than other places so you can find one that suits your needs best  Staff is very knowledgeable and helpful 
1,Broker was detailed  professional and answered a multitude of questions so we could be sure our questionaire was correct and accurate 
1,Website easy to navigate and policy approved almost immediately  Have no experience with making a claim and lets keep it that way 
1,Quick  easy and convenient to use  Instructions were clear and concise and easy to follow and the turnaround time was very fast 
1,Overall it was a very pleasant experience  From the very first time I called the staff have always been very pleasant  helpful and informative 
1,Is easy to use and complete the online purchase of travel insurance 
1,Great service  very nice agent
1,Good rates  Representative very helpful and courteous 
1,The person we spoke with in regards to the insurance was very pleasant and very informative  I would deal with her in the future if need be 
1,I have found everyone I ve talked to at Snowbird is very knowledgeable and friendly  It s appreciated in this world of ours today 
1,Extremely good efficient customer service
1,It is very easy to navigate their website to purchase travel insurance on line    
1,agent was patient and helpful
1,I had a gentleman called Jeanmarc and he was wonderful very patient with me as I am not at all technical out of Windsor Ontario
1,I was impressed with the ease of getting a quote  The prices were as good as I could find anywhere  Based on this experience  I will probably purchase from the  again  If their claims experience is as good as their sales experience they are worth looking at 
1,It was easy and quick not a million questions and reasonable rates
1,Service is excellent but cost is too high for pensioners  snow birds 
1,Good price for the insurance we need for our trip 
1,Your agents working the phone lines were very caring and helpful while providing us with the information to address our situation at the present time 
1,Every consultant we have ever dealt with has been extremely helpful  provided very good advice and has been so friendly  We always purchase our medical and travel insurance through Snowbirds 
1,Very helpful
1,It was easy to follow the steps and purchase the insurance 
0,It was quick to obtain information on obtaining additional medical travel insurance 
1,Very good help through the phone and helpful Had no claim so can t say anything about that side of things
1,The agent I spoke to was very professional and kind when reviewing my medical history  This company is realistic and reasonable for seniors  Many seniors have medical issues and are penalized by other insurance companies that make it difficult to get insurance either by refusing or having unreasonable stability periods  This company is perfect if you have any medical issues and you are over     And they treat you with respect 
1,Friendly  helpful and not complicated  
1,easy software
1,Easy to complete forms and very competitive pricing  Hopefully I don t have to use it but its nice to know you are covered 
1,Very easy to apply for and straightforward questions plus very reasonably priced
1,Well I booked on line your price was the best
0,The agent we dealt with was very knowledgeable and answered all of our questions 
1,The process was easy to complete  By far the best coverage at the best price 
0,personable  understanding  thorough  very quick to provide info
1,easy to deal with
1,Antionette was pleasant and thoughtful and answered all my questions with clarity
0,I didn t receive a renewal notice by email in      
1,The person I spoke to was clear and knew what he was doing  They were the only ones that would top up my travel insurance while in Florida  Good customer service
1,Very easy to follow and complete application 
1,Online adviser was polite  efficient  explained any questions or concerns that I had  Plus the rate was much better than another online health provider I tried for comparison  Very satisfied and will definitely use again in the Fall 
1,person I dealt with   helpful  pleasant and got things done  price also helped
1,Helpful advisors that met our needs
1,I really appreciate the detailed medical questions  both my husband and I are retired and have a couple age related issues that aren t serious so don t affect our travels therefore shouldn t affect our premiums  Your questions easily picked that up  Blue Cross did not  Hpfly we don t need this insurance policy but it s great to know that we have it
0,Not be able to buy on line  different quotations from on line and over the phone 
1,Travel insurance was excellent
1,VERY HELPFUL AND INFORMATIVE AGENT   Crystal Boss   uncertain spelling   She was also extremely polite and friendly 
1,Renewal was painless  Person talking the call was professional and prepared to explain the background to the health questions 
1,So easy to purchase and have peace of mind
1,I had some questions and the person I spoke to was very helpful  She helped me to ensure my documentation was accurate  Thank you
1,Polite courteous timely experience with the representatives 
1,People that speak English and understand what the question is I am asking   People who know the answers to the questions I am asking   A call center in Canada   No pressure  given lots of time to read the policy before making a payment 
1,I treated with respect and any questions I had were answered 
1,Great customer service  Efficient 
-1,It was easy to do and accessible  in spite of a pre existing medical condition  It has made travel possible again  whereas most insurance companies just refuse to insure  even if one s physician has allowed travel 
1,Quick service  Good price for good quality 
1,Reps are courteous and knowledgeable Look for the best travel insurance to meet your needs 
1,This was my first time purchasing from this company  I inadvertently missed a couple of medical items I should have put in for my husband  This was because the form does not have a list of medical conditions to answer questions about  but a blank space for you to type in the condition s   I then had to call and speak to an agent  The questions she asked was a very long list  I wouldn t have thought having covid   yrs ago or having cataract surgery   yrs ago  would be something I needed to report  If the form had all these things listed and boxes to check or write in  it would have made the process a lot easier to get through and waiting on the line for a person for     of an hour would be avoided  The agent was very nice and very thorough 
1,The website was easy to navigate and didn t require you to endlessly scroll through a calendar month by month for    years to arrive at your birthdate for entry  Several of the alternative providers required this kind of mindless activity just for the privilege of getting them to give you a quote  End result was a quick cost effective quote for full year travel coverage  Thx
1,I called Snowbirds and spoke with Ashley  She helped me through the process of buying travel insurance  Along with being very thorough she explained everything in detail  I had no hesitation in purchasing the insurance and will be calling and recommending Snowbirds and Ashley again in the future 
1,Very efficient fast quote 
1,The questions were easy to understand and where it wasn t  the interviewer was knowledgeable and gave good explanations  I wasn t asked to for the list of meds  other than their purpose  In summary the experience was thorough enough but not painful 
1,Agent was very thorough and recommended I purchase flight cancellation insurance along with the medical coverage  As a senior this was very important as I didn t want to hold back the family from travelling in the case of illness on my part 
1,The gentleman who helped me find the best plan for me  He answered all my questions well and if he didn t have an answer he reached out to others for an answered  I didn t feel rushed as my need for insurance wasn t straight forward  Overall a good experience 
0,Quick and affordable  Use it everytime 
1,IVE USED THIS SITE BEFORE  ITS BEEN GREAT
1,Try always answer all your questions have better rates And get back to you if you call them
1,Customer service reps we talked to were very knowledgeable  helpful and courteous 
1,Easy to use  Great rate
1,Easy to use and great price 
1,Easy to use website  Customer service was there to answer any questions 
1,Very helpful employees  And also very understanding 
1,Excellent value and service and I had a trip to emerg on my trip and there were no problems whatsoever with coverage
1,The agent was wonderful  very informative and knew her job 
1,I made a phone call and received excellent advice  The advisor answered all questions in a concise manner and explained the coverage thoroughly  The online experience was okay but the difference in the premiums from one policy to another was quite a bit and the phone call was definitely the way to go 
1,Crystal was a friendly  knowledgeable and helpful agent  She explained all the policy options and helped me get the right insurance for me  Would definitely use her again
1,Answered all my question s  Knowledgeable and efficient 
1,Great support from the staff on guidance and quotes  Clear communication on process  coverage 
1,It was easy to get and not overpriced glad we went this route
1,Requested and was pleasantly accommodated extending time for my travel time in March 
1,No waiting  no on hold  staff knew what they had to do for us get what we needed  Pleasant people to talk to  very helpful 
1,Very easy to deal with and informative 
0,quick and straightforward
0,The responder knew her business
1,Quick  easy and awesome rates 
1,Very helpful and efficient A pleasure to deal with 
1,Easy on line option with a reasonable insurance rate 
1,Easy to deal with  Prompt and courteous  Hopefully won t need the insurance  If we do we can do another evaluation as an insurance is only as good as it promises to be 
1,They were so easy to deal with as far as answering any questions we had and explaining what coverage we could get  The questions they asked us for coverage were very easy to understand and they explained what it was very well 
1,Great service both on the phone and very easy getting policies on internet  Very good rates as well 
1,One call  insurance booked and paid for  You made it easy 
1,Very thorough and helpful agent 
0,Very prompt thorough and professional assistance
1,Advisor was very good  she didn t rush the process and was very pleasant
1,Service was very good  Waited less than    min to speak to an agent  Gabriel She was very leasable and well informed and clearly explained our options for travel insurance i would definitely use Snowbirds again 
1,Easy to complete  Competitive Pricing
1,This was a first for me I d never bought trip insurance before  The person who handled my inquiries was kind and informative about what I needed to know and how to proceed  End result I got a policy that suited me and my needs 
1,Excellent service from your rep Patti she was very knowledgeable and very nice    
1,Very professional  helpful  and friendly 
0,The people we dealt with were knowledgeable and spent time detailing the insurance terms we were acquiring 
1,The person helping me on the phone was very efficient and friendly
0,Price  customer service  and coverage
1,The agent was very pleasant and guided me through the application process  I was impressed with how quickly I was processed and the pertinent documentation was emailed to me immediately 
1,Friendly  professional knowledgeable  representative Thank you for your help 
1,Advisor was very friendly and helpful  Answered questions with confidence  Made me feel good about what I was getting 
1,Easy to use  quick and very good pricing 
1,Easy to find what I needed an application process was simple
1,Online signup was straight forward  Policy was easy to understand 
1,The Lady on the phone was pleasant and knowledgeable very easy to talk too 
1,Your advisor was great     We will definitely use you in the future and recommend your company       The price was very very reasonable 
1,I had great service again this year  The lady was polite  courteous very informative in answering my questions 
1,My only experience with your company is through your telephone agents  They were helpful and knowledgeable about your product  I like the price compared to your competitors  Hopefully  should I need to use any of the services I contracted for the service will prove to be as good as my experience when signing up 
1,instructions were very clear  and the process easy to follow 
1,Very quick and personable service  Teresa in the Calgary office did a great job  The cost of the travel insurance package was also significantly lower than other major insurance operators 
1,Erica  the advisor that handled my call  was just wonderful and a joy to deal with  With a friendly tone  she was clear and concise without any  hard selling ploys  We made our decision to purchase on the first call largely because of her 
1,One of the experiences that stood out for me was the quote and based on that and the detailed information the quote did not change  The agent was straight forward  knowledgeable and friendly 
1,The on line process was very easy  Had to call to make some changes and the experience on the phone was equally as great 
1,QUICK   EASY
1,Everyone was helpful and took time with me to review my health 
1,It was quick and easy to purchase
1,This company is doing very well 
1,Brittany was very helpful the process went smoothly
1,Their online tool is seemless and quick  Also their prices are very affordable  It was a great customer experience 
1,Chrystal was VERY Pleasant   Helpful while filling out the questionnaire for our OUT OF COUNTRY Health Insurance application 
1,I called Snowbird Advisor for travel insurance and was greeted by a very friendly and knowledgeable agent  She was exceptional to deal with and explained everything clearly for us  Snowbird Advisor has been the best to deal with for travel insurance for the last   years we have travelled 
1,A professional agent with knowledge of your product Fast and efficient response to questions Will definitely use your services again Thanks for all your help
1,The agent I spoke with was very knowledgeable and courteous  She was very helpful 
1,It was an easy on line questionnaire  Very reasonable price 
1,Online form clear and easy to understand
1,This was a good experience  staff very helpful and knowledgeable  however I found another company that was cheaper
1,Competitive pricing Ease of website use
1,Great customer service  Knowledgeable and friendly 
1,Easy online interface  Rates very competitive 
1,The young man I spoke with was very pleasant  informative and easy to deal with  Made sure all questions were understood  no rush  made sure I understood the facts before continuing 
1,Agents done there job very good and answer questions
1,Ashley went through the policy and and all the health question  She explained the coverage and answered all my questions  The policy seemed to meet my potential requirements  Hopefully I won t be required to use the policy but the true test would be if I have to 
1,As a senior citizen  I was pleased to find the insurance application form quite easy to read and understand 
1,The customer service was great and the price is excellent
1,The lady was so helpful  kind and understanding  She explained stuff to us and made us feel comfortable  
1,Theresa who was the agent we got shortly after calling was simply fantastic  helpful  professional and thorough  My wife and I were impressed with such great customer service  Well done  
1,Quick and efficient  Thank you
1,Knowledgeable friendly staff  Made us welcomed and fun to deal with 
1,Great service  Competitive pricing 
1,The Customer Service agent was amazing  We had made calls to other travel insurance providers and this call was like a breath of fresh air in terms of helpfulness  clear details and process  Simplest process ever for individual underwriting policy for someone with medical challenges needing coverage  Thank you 
1,No problem with this insurance  Easy to buy and quick response
1,Wait time to speak to a rep was short  The rep Collette was very helpful and knowledgeable  The whole process was completed quickly and satisfactorily
1,Best price by far and simple process 
1,Staff very helpful and pleasant  Person I spoke to had license for both Ontario and British Columbia which was extremely helpful  Price was excellent  Did not like the fact that because I had not gotten a result back but everything had been stable for over   months could not get covered for that specific condition 
1,Agent was knowledgeable and very helpful
1,Price was comparable or better than all other companies quoted and trust factor was higher with Snowbird  This second year with Snowbird 
1,Agent was very helpful thorough and clear in explaining things to me
1,The representative was very helpful and knowledgeable and very professional  Make us happy to choose your company again   Sam morgan
1,It was easy to do online  The
1,Customer Service Rep was very helpful  polite and a pleasure to talk to 
1,excellent to deal with
1,Very easy to navigate
1,Very pleasant advisor  thank you Snowbird 
1,Very helpful and knowledgeable
1,The advisor was very helpful and knowledgeable  Did not rush and thoroughly explained all options
1,Quick and easy application process  user friendly web interface  competitive pricing  Couldn t ask for more 
1,Best price quote for services provided  Option to add deductible at end of quote to reduce cost 
1,Excellent assistance from customer rep  Bobby  A woman who loves her job and takes pride in helping people 
1,Question were clear and understand able  Have not received pdf of policy  Did not know what agent to call to get it 
1,Very easy to get an online quote and purchase online  Website easy to navigate and explanations of policy clear 
1,Customer service rep was very easy and pleasant to talk to 
1,Easy and quick and get what you want online
1,Website was easy to use and the prices were excellent 
1,Easy to follow forms  Step by step
1,Prompt customer service from competent and courteous agents 
1,Good quote  Fast and easy to do
1,I asked a lot of questions and the agent went out of her way to consult others for some of the answers  Questions answered  a quotation with the complete written policy was emailed at the end of the conversation  It was efficient 
1,I was able to obtain annual travel insurance for a reasonable premium without having to wait on hold for an extended period of time  Thank you 
1,I didn t have to wait long to speak to a representative  The person I spoke to was helpful and patient  I got a fair quote and accepted their offer  The policy  with instructions  was e mailed to me  All very simple 
1,The agent we spoke with was very knowledgeable about the insurance product we were purchasing  answered all the questions we had all in an efficient understandable conversation 
1,Snowbird advisors have been very helpful and informative  This is the second time I have used the travel insurance  It is the Best 
0,Fast and convenient being able to do everything online
1,Helpful  knowledgeable and made it easy
0,Very polite and knowledgeable  helped us through the questions 
1,Quick easy good balue
1,Helpful knowledgeable and answered all questions we had  
1,Crystal was excellent and simplified the whole questionnaire  We were so satisfied we recommended Snowbird Advisor Insurance to our friend Janet who purchased a plan   days later 
1,Both agents I spoke to were efficient and polite  but the requested emailed copy of my policy from the first agent did not arrive in my inbox even after a wait of several hours  This necessitated a second call  with a rather long wait time on hold  to be connected to a different agent  She confirmed that the email address on file for me was correct  and immediately sent me an emailed copy of the policy 
1,Easy to buy a plan  Very competitive pricing 
1,We have bought Travel Health insurance from Snowbird Advisor Insurance on   different occasions  This time  as with previous occasions  we had a pretty good experience  We had a very good agent take our call and walk us through the process  She was very helpful and patient with us as we sought to remember information and respond to question  The downside    like everything else the cost of the insurance was up considerably from last year notwithstanding we thought our health was as good as previous years 
1,Excellent rates for senior travellers  Easy application process and was able to talk to get help by phone quickly to complete the application 
1,Easy to use online quite and application
1,Quick response  very professional  pleasant   accommodating 
0,Able to quickly apply for travel insurace 
1,Easy peasy and much less expensive than other companies
1,This is the third time that we have used Snowbird Advisor Insurance for our health care coverage  Every agent we dealt with was always courteous  knowledgeable and very helpful  Having a pre existing medical condition the insurance coverage we got gave us peace of mind 
1,The lady who waited on me  Bora  was knowledgeable and very helpful  When one carrier was crazy expensive  we tried another that was within my budget 
1,Fast and easy to apply  Coverage seems good
